1270.92    0.064
1272.91    0.066
1274.89    0.066
1276.87    0.066
1278.85    0.066
1280.84    0.066
1282.82    0.066
1284.8    0.066
1286.79    0.066
1288.77    0.055
1290.75    0.043
1292.73    0.047
1294.72    0.050
1296.7    0.049
1298.68    0.046
1300.66    0.049
1302.65    0.052
1304.63    0.052
1306.61    0.052
1308.6    0.052
1310.58    0.055
1312.56    0.061
1314.54    0.061
1316.53    0.061
1318.51    0.061
1320.49    0.058
1322.47    0.061
1324.46    0.058
1326.44    0.055
1328.42    0.058
1330.41    0.055
1332.39    0.060
1334.37    0.064
1336.35    0.066
1338.34    0.067
1340.32    0.069
1342.3    0.067
1344.28    0.056
1346.27    0.058
1348.25    0.060
1350.23    0.060
1352.22    0.056
1354.2    0.055
1356.18    0.069
1358.16    0.069
1360.15    0.063
1362.13    0.060
1364.11    0.055
1366.09    0.060
1368.08    0.066
1370.06    0.061
1372.04    0.056
1374.02    0.067
1376.01    0.066
1377.99    0.064
1379.97    0.072
1381.96    0.066
1383.94    0.061
1385.92    0.067
1387.9    0.070
1389.89    0.073
1391.87    0.076
1393.85    0.073
1395.83    0.075
1397.82    0.085
1399.8    0.087
1401.78    0.082
1403.77    0.089
1405.75    0.092
1407.73    0.096
1409.71    0.105
1411.7    0.108
1413.68    0.117
1415.66    0.125
1417.64    0.117
1419.63    0.121
1421.61    0.134
1423.59    0.151
1425.58    0.160
1427.56    0.168
1429.54    0.179
1431.52    0.186
1433.51    0.195
1435.49    0.212
1437.47    0.233
1439.45    0.253
1441.44    0.281
1443.42    0.310
1445.4    0.340
1447.39    0.388
1449.37    0.432
1451.35    0.482
1453.33    0.546
1455.32    0.620
1457.3    0.708
1459.28    0.807
1461.26    0.935
1463.25    1.093
1465.23    1.273
1467.21    1.495
1469.2    1.765
1471.18    2.081
1473.16    2.475
1475.14    2.960
1477.13    3.548
1479.11    4.262
1481.09    5.145
1483.07    6.244
1485.06    7.597
1487.04    9.221
1489.02    11.174
1491.01    13.527
1492.99    16.322
1494.97    19.582
1496.95    23.257
1498.94    27.362
1500.92    31.844
1502.9    36.528
1504.88    41.217
1506.87    45.789
1508.85    50.142
1510.83    54.028
