874.38    0.000
876.362    0.014
878.345    0.027
880.328    0.041
882.31    0.015
884.293    0.000
886.276    0.024
888.259    0.023
890.241    0.023
892.224    0.021
894.207    0.021
896.189    0.020
898.172    0.009
900.155    0.020
902.138    0.029
904.12    0.018
906.103    0.026
908.086    0.026
910.068    0.017
912.051    0.008
914.034    0.008
916.017    0.015
917.999    0.015
919.982    0.021
921.965    0.037
923.948    0.035
925.93    0.035
927.913    0.035
929.896    0.035
931.878    0.047
933.861    0.041
935.844    0.034
937.827    0.067
939.809    0.095
941.792    0.095
943.775    0.093
945.757    0.067
947.74    0.043
949.723    0.064
951.706    0.084
953.688    0.082
955.671    0.081
957.654    0.079
959.636    0.079
961.619    0.078
963.602    0.076
965.585    0.076
967.567    0.076
969.55    0.075
971.533    0.075
973.516    0.093
975.498    0.092
977.481    0.072
979.464    0.070
981.446    0.069
983.429    0.069
985.412    0.067
987.395    0.066
989.377    0.066
991.36    0.064
993.343    0.064
995.325    0.063
997.308    0.063
999.291    0.076
1001.27    0.092
1003.26    0.090
1005.24    0.090
1007.22    0.089
1009.2    0.073
1011.19    0.072
1013.17    0.087
1015.15    0.085
1017.14    0.085
1019.12    0.084
1021.1    0.084
1023.08    0.082
1025.07    0.096
1027.05    0.095
1029.03    0.081
1031.01    0.095
1033    0.093
1034.98    0.092
1036.96    0.105
1038.95    0.104
1040.93    0.116
1042.91    0.130
1044.89    0.142
1046.88    0.168
1048.86    0.194
1050.84    0.206
1052.82    0.230
1054.81    0.281
1056.79    0.330
1058.77    0.380
1060.76    0.453
1062.74    0.565
1064.72    0.702
1066.7    0.888
1068.69    1.161
1070.67    1.523
1072.65    2.026
1074.63    2.736
1076.62    3.719
1078.6    5.045
1080.58    6.808
1082.57    9.146
1084.55    12.192
1086.53    16.003
1088.51    20.496
1090.5    25.478
1092.48    30.412
1094.46    34.714
1096.44    38.042
1098.43    40.236
1100.41    41.483
1102.39    42.122
1104.38    42.465
1106.36    42.772
1108.34    43.170
1110.32    43.716
1112.31    44.418
1114.29    45.239
1116.27    46.144
1118.25    47.079
1120.24    48.016
1122.22    48.903
1124.2    49.706
1126.18    50.435
1128.17    51.096
1130.15    51.723
1132.13    52.319
1134.12    52.888
1136.1    53.444
1138.08    53.986
1140.06    54.518
1142.05    55.020
1144.03    55.484
1146.01    55.899
1147.99    56.270
1149.98    56.616
1151.96    56.917
1153.94    57.190
1155.93    57.451
1157.91    57.689
1159.89    57.912
1161.87    58.134
1163.86    58.359
1165.84    58.591
1167.82    58.824
1169.8    59.048
1171.79    59.280
1173.77    59.521
1175.75    59.753
1177.74    60.027
1179.72    60.332
1181.7    60.651
1183.68    61.035
1185.67    61.440
1187.65    61.887
1189.63    62.416
1191.61    62.978
1193.6    63.557
1195.58    64.191
1197.56    64.871
1199.55    65.564
1201.53    66.245
1203.51    66.919
1205.49    67.586
1207.48    68.227
1209.46    68.828
1211.44    69.344
1213.42    69.775
1215.41    70.135
1217.39    70.401
1219.37    70.595
1221.36    70.750
1223.34    70.811
1225.32    70.776
1227.3    70.714
1229.29    70.628
1231.27    70.538
1233.25    70.433
1235.23    70.300
1237.22    70.164
1239.2    70.041
1241.18    69.910
1243.17    69.772
1245.15    69.603
1247.13    69.417
1249.11    69.217
1251.1    68.977
1253.08    68.732
1255.06    68.486
1257.04    68.240
1259.03    68.005
1261.01    67.815
1262.99    67.650
1264.98    67.546
1266.96    67.542
1268.94    67.627
1270.92    67.827
1272.91    68.140
1274.89    68.524
1276.87    69.087
1278.85    69.789
1280.84    70.520
1282.82    71.315
1284.8    72.183
1286.79    73.051
1288.77    73.900
1290.75    74.741
1292.73    75.522
1294.72    76.222
1296.7    76.814
1298.68    77.301
1300.66    77.696
1302.65    77.982
1304.63    78.165
1306.61    78.293
1308.6    78.377
1310.58    78.413
1312.56    78.445
1314.54    78.493
1316.53    78.542
1318.51    78.610
1320.49    78.685
1322.47    78.758
1324.46    78.815
1326.44    78.841
1328.42    78.830
1330.41    78.748
1332.39    78.616
1334.37    78.447
1336.35    78.180
1338.34    77.806
1340.32    77.330
1342.3    76.836
1344.28    76.299
1346.27    75.697
1348.25    75.060
1350.23    74.191
1352.22    73.126
1354.2    71.994
1356.18    70.732
1358.16    69.221
1360.15    67.282
1362.13    64.958
1364.11    62.218
1366.09    59.024
1368.08    55.309
1370.06    50.909
1372.04    46.097
1374.02    41.098
1376.01    36.015
1377.99    31.068
1379.97    26.367
1381.96    22.093
1383.94    18.253
1385.92    14.970
1387.9    12.254
1389.89    9.984
1391.87    8.182
1393.85    6.683
1395.83    5.466
1397.82    4.489
1399.8    3.722
1401.78    3.110
1403.77    2.605
1405.75    2.196
1407.73    1.860
1409.71    1.593
1411.7    1.375
1413.68    1.192
1415.66    1.038
1417.64    0.911
1419.63    0.810
1421.61    0.722
1423.59    0.644
1425.58    0.577
1427.56    0.523
1429.54    0.465
1431.52    0.424
1433.51    0.397
1435.49    0.362
1437.47    0.336
1439.45    0.317
1441.44    0.290
1443.42    0.262
1445.4    0.250
1447.39    0.238
1449.37    0.218
1451.35    0.203
1453.33    0.191
1455.32    0.177
1457.3    0.168
1459.28    0.159
1461.26    0.148
1463.25    0.142
1465.23    0.127
1467.21    0.128
1469.2    0.125
1471.18    0.105
1473.16    0.107
1475.14    0.107
1477.13    0.099
1479.11    0.096
1481.09    0.098
1483.07    0.098
1485.06    0.099
1487.04    0.090
1489.02    0.082
1491.01    0.078
1492.99    0.079
1494.97    0.081
1496.95    0.078
1498.94    0.078
1500.92    0.082
1502.9    0.078
1504.88    0.073
1506.87    0.078
1508.85    0.075
1510.83    0.070
1512.82    0.075
1514.8    0.075
1516.78    0.075
1518.76    0.075
1520.75    0.066
1522.73    0.061
1524.71    0.061
1526.69    0.066
1528.68    0.070
1530.66    0.061
1532.64    0.056
1534.63    0.066
1536.61    0.061
1538.59    0.052
1540.57    0.061
1542.56    0.070
1544.54    0.066
1546.52    0.061
1548.5    0.066
1550.49    0.066
1552.47    0.061
1554.45    0.056
1556.44    0.058
1558.42    0.063
1560.4    0.067
1562.38    0.072
1564.37    0.067
1566.35    0.067
1568.33    0.072
1570.31    0.063
1572.3    0.058
1574.28    0.064
1576.26    0.060
1578.25    0.055
1580.23    0.060
1582.21    0.064
1584.19    0.061
1586.18    0.056
1588.16    0.066
